ID,TITLE,URL,PUBLISHER,CATEGORY,STORY,HOSTNAME,TIMESTAMP
15710,Schaeuble says ESM ruling vindicates German gov't policies,http://www.reuters.com/article/2014/03/18/germany-eurozone-schaeuble-idUSB4N0M000320140318,Reuters,b,dg6etpPEvcAyvoMy4e6GZCc9FYV1M,www.reuters.com,1395153604748
315212,Scotland goes local for climate fight,http://www.upi.com/Business_News/Energy-Resources/2014/06/23/Scotland-goes-local-for-climate-fight/8951403531914/\?spt=sec&amp;or=bn\?spt=rln&amp;or=2,UPI.com,b,dZdRDQ2n6INxvMM07KdBR3otqvldM,www.upi.com,1403703752702
128378,Morgan Stanley: A rare fixed-income riser,http://www.efinancialnews.com/story/2014-04-17/morgan-stanley-results-q1-2015-ficc,Financial News,b,d8yYZMW1FZ9vgCM4auekiP0m2XHKM,www.efinancialnews.com,1397762476874
314168,Bristol-Myers Says Study of Melanoma Treatment Shows Favorable Comparison,http://www.nasdaq.com/article/bristolmyers-says-study-of-melanoma-treatment-shows-favorable-comparison-20140624-01028,NASDAQ,m,dGBOzxiYE3XxQLMVY35zK4rsyWxzM,www.nasdaq.com,1403657090007
319181,Pregnant Kelly Rowland Spotted at Jay Z & Beyonce's Opening Show,http://doslives.com/2014/06/pregnant-kelly-rowland-spotted-jay-z-beyonces-opening-show/,Dos Lives,e,djqgp6YLbYL5FpMwOQ3d3n8mZIXfM,doslives.com,1403789982873
189489,Transportation secretary says no need to park recalled GM cars if instructions  ...,http://www.mysask.com/portal/site/main/template.MAXIMIZE/\?javax.portlet.tpst=635b2ff202604ea181fa421740315ae8_ws_MX&amp;javax.portlet.prp_635b2ff202604ea181fa421740315ae8_viewID=story&amp;javax.portlet.prp_635b2ff202604ea181fa421740315ae8_topic_display_name=World%20News&amp;javax.portlet.prp_635b2ff202604ea181fa421740315ae8_topic_name=World&amp;javax.portlet.prp_635b2ff202604ea181fa421740315ae8_news_item_id_key=28281390&amp;javax.portlet.begCacheTok=com.vignette.cachetoken&amp;javax.portlet.endCacheTok=com.vignette.cachetoken,mysask.com,t,dz-iSAJnOpf5hWM7I0HtMJAFf88BM,www.mysask.com,1399503473197
156882,Use Google Maps To Look Backwards In Time,http://io9.com/use-google-maps-to-look-backwards-in-time-1566619783\?utm_source=feedburner&amp;utm_medium=feed&amp;utm_campaign=Feed%3A+io9%2Ffull+(io9),io9,t,djEU-cycKWJbNKM55j-nX7Pn_L4uM,io9.com,1398340086939
3078,Did HBO Go Ruin Your Sunday Night? True Detective Finale Crashes The Site,http://www.sofeminine.co.uk/news-celebrities/did-hbo-go-ruin-your-sunday-night-true-detective-finale-crashes-the-site-s326660.html,soFeminine.co.uk,e,die2_r19Z7sKHWMxXKmRyZXY38mnM,www.sofeminine.co.uk,1394532906887
77870,Families Demand Answers From GM 'Murderers',http://time.com/45378/families-demand-answers-from-gm-murderers/,TIME \(blog\),t,dfff6ZjVZYdHTmMan_dkacVQU1RNM,time.com,1396374300352
374052,All five Garth Brooks comeback gigs in Dublin scrapped,https://au.news.yahoo.com/entertainment/a/24415333/all-five-garth-brooks-comeback-gigs-in-dublin-scrapped/,Yahoo\!7 News,e,dkrn7ALIKkLZLhMs6LBi0Msj62-KM,au.news.yahoo.com,1404919427744
72363,"Chelsea Handler Has Had Enough, Will Leave 'Chelsea Lately'",http://theblemish.com/2014/03/chelsea-handler-enough-will-leave-chelsea-lately/,The Blemish,e,diNMd1rXqWlN6PM_iLFZ_ZvPXvw0M,theblemish.com,1396291640503
4259,Research Suggests Parents Distracted by Smartphones Ignore their Kids,http://www.texomashomepage.com/story/d/story/research-suggests-parents-distracted-by-smartphone/52722/7Z2TZP88D0mYxEflZw0dAA,KFDX,m,dZphfxYr-HPiv2MLDkthjDyocSQCM,www.texomashomepage.com,1394547700455
32967,Weekend Poll: Which Animated Disney Movie Should Become a New Broadway  ...,http://www.broadway.com/buzz/175074/weekend-poll-which-animated-disney-movie-should-become-a-new-broadway-musical/,Broadway.com,e,dtw84JzrEWqnvxMXUwe8FzEm_eEDM,www.broadway.com,1395518691232
229548,E-cigarettes '60pc better than gum' for quitting,http://www.herald.ie/news/ecigarettes-60pc-better-than-gum-for-quitting-30289365.html,Herald.ie,m,de5UqjOqbCdmy2MkXxX4BqXo_l_cM,www.herald.ie,1400656667267
212248,China evacuates nationals from Vietnam after deadly riots,http://www.livemint.com/Politics/5fQvR4s1e57TIfsaVbU5aL/China-urges-Vietnam-to-crack-down-on-rioting-issues-travel.html,Livemint,b,dqs7XmgHyoVndfMqMxxv0Zk_zZgoM,www.livemint.com,1400373209775
339261,BNP to Pay Almost $9 Billion to End US Sanctions Probe,http://www.businessweek.com/news/2014-06-30/bnp-to-pay-almost-9-billion-to-end-u-dot-s-dot-sanctions-probe,Businessweek,b,dfIEH7jh6gu3BeMpJs-5IJQZuR-SM,www.businessweek.com,1404220598060
200234,The Piketty Problem: Why taxing the rich won't solve inequality,http://finance.fortune.cnn.com/2014/05/09/the-piketty-problem-why-taxing-the-rich-wont-solve-inequality/,Fortune,b,diEV0ts42T-d9oMiD3JO4hklGBdgM,finance.fortune.cnn.com,1399686717083
91003,Chinese slowdown biggest external threat to NZ growth: IMF,http://www.scoop.co.nz/stories/BU1404/S00002/while-you-were-sleeping-yellen-eases-concern.htm,Scoop.co.nz \(press release\),b,dxB9Hik1YGyfVaMk796CJSnAf58bM,www.scoop.co.nz,1396985352248
125060,US dollar flat as Yellen signals caution,http://www.skynews.com.au/businessnews/article.aspx\?id=968415,Sky News Australia,b,d_3misxug-kW8rMcJxFZjryM6w8JM,www.skynews.com.au,1397705455816
391600,Delay Notice In $450M Apple E-Books Deal To Get Closer Look,http://www.law360.com/classaction/articles/558621/delay-notice-in-450m-apple-e-books-deal-to-get-closer-look,Law360 \(subscription\),t,dG9SBcuISxZy9qMib712SMFlzbI1M,www.law360.com,1405706769155
191531,Freddie Mac posts $4B profit in 1Q,http://newsok.com/freddie-mac-posts-4b-profit-in-1q/article/feed/684488,NewsOK.com,b,dyVST1xzahgTA3MVWTM5glZxwJXWM,newsok.com,1399555317386
353194,Charney's investment deal doesn't guarantee American Apparel return,http://www.latimes.com/business/la-fi-american-apparel-dov-charney-20140702-story.html\?track=rss&amp;utm_source=feedburner&amp;utm_medium=feed&amp;utm_campaign=Feed%3A+latimes%2Fbusiness+(L.A.+Times+-+Business),Los Angeles Times,b,damxbLVSukS_0QMlsJC1pJndyIx0M,www.latimes.com,1404449413328
281483,"CDC warns of salmonella outbreak linked to chia powder, 21 ill in 12 states",http://www.globalpost.com/dispatch/news/the-canadian-press/140613/cdc-warns-salmonella-outbreak-linked-chia-powder-21-ill-12-s,GlobalPost,m,daTosglR-oPixvM_7cXhYhio7TDZM,www.globalpost.com,1402690814828
65069,Microsoft Office for iPad vs. iWork: Which is best for you?,http://www.techtimes.com/articles/4940/20140329/weekend-microsoft-office-for-ipad-vs-iwork-which-is-best-for-you.htm,Tech Times,t,d1uqR9OwPRo_tHMyqShRx7CSxw-vM,www.techtimes.com,1396130092651
205576,Google Reportedly Testing New User Interface For Gmail,http://www.ubergizmo.com/2014/05/google-reportedly-testing-new-user-interface-for-gmail/,Ubergizmo,t,dTEqnWhDkbceWsMQa07JPBzkaYb3M,www.ubergizmo.com,1399915442696
26829,The Rolling Stones Support Mick Jagger Following L'Wren Scott's Death,http://www.huffingtonpost.com/2014/03/20/the-rolling-stones-lwren-scott_n_4999410.html\?utm_hp_ref=entertainment&amp;ir=Entertainment,Huffington Post,e,dwbV-O_ORBq1KMMDp6GyLFnZNBdYM,www.huffingtonpost.com,1395330002151
130698,"Garcetti's budget adds more firefighters, overhauls 911 dispatch",http://techwire.net/garcettis-budget-adds-firefighters-overhauls-911-dispatch/,Techwire.net,e,dBB_fEH6Hr1wKVMPZ4Zmbf_PR-uZM,techwire.net,1397776241968
405820,Kerry arrives tomorrow for talks with new Indian govt on key issues,http://www.indiatvnews.com/news/india/john-kerry-narendra-modi-sushma-swaraj-devyani-khobragade-39807.html,indiatvnews.com,b,dE0u6ysVPTmsiJM9qzLDFJuQ-0soM,www.indiatvnews.com,1406849521025
114433,"New Banksy Mural ""Mobile Lovers"" Appears in Britain",http://www.complex.com/art-design/2014/04/banksy-mobile-lovers,Complex.com,e,dcBt4tU0L52iiTMQ4rip8YRmnr9xM,www.complex.com,1397518329696
375111,Watch the 2014 Emmy Nominations Announcement and Get Our Instant  ...,https://tv.yahoo.com/blogs/tv-news/watch-the-2014-emmy-nominations-announcement-and-get-our-instant-predictions-200724055.html,Yahoo TV \(blog\),e,dH6LVHm-w79lKVM6wlH_0tcUb-2lM,tv.yahoo.com,1404974316084
284622,"'Game of Thrones', NBA Spoof Bound to Be a Hit Again [VIDEO]",http://au.ibtimes.com/articles/555470/20140612/nba-game-thrones-spoof-video-episode-2.htm,International Business Times AU,e,dzO8F0yRnAd7sBMKmf5zAvSZce9PM,au.ibtimes.com,1402751941005
92321,Bright light on Mars pictures spark buzz among UFO fans,http://www.11alive.com/story/news/weird/2014/04/08/light-on-mars-pictures-spark-buzz-among-ufo-fans/7474761/,WXIA-TV,t,d6xrt7e423mM2IM3yRFebxWgPumcM,www.11alive.com,1396991877843
264508,Why Google's self-driving car can't get here soon enough for me,http://www.latimes.com/opinion/opinion-la/la-ol-google-self-driving-cars-future-20140528-story.html,Los Angeles Times,t,dcuFB_t0NR6-pPMnyoKlQt2-dpnkM,www.latimes.com,1401358724300
135280,"Rosie O'Donnell has branded Lindsay Lohan's reality TV show ""a tragedy - on  ...",http://home.nzcity.co.nz/news/article.aspx\?id=185570&amp;fm=newsmain%2Cnarts,NZ City,e,d5VlrjlHOlDZLrMk7arYBB7aG5AQM,home.nzcity.co.nz,1397838779340
311881,iPhone manufacturers hiring more workers,http://fansided.com/2014/06/23/iphone-manufacturers-hiring-workers/,FanSided,t,dFxy4_PYojXrUMMNj7IUWiDpZgz9M,fansided.com,1403639769011
314371,Schumacher medical records offered for sale,http://www.newzimbabwe.com/sports-16407-Schumacher+medical+records+offered+for+sale/sports.aspx,New Zimbabwe.com,m,dPjna4Dzna2Cz3Mf1KJYBOSqK9NjM,www.newzimbabwe.com,1403658195597
314462,Pesticide Exposure During Pregnancy Linked To Autism (STUDY),http://www.huffingtonpost.com/2014/06/24/pesticide-exposure-linked-to-autism_n_5526659.html,Huffington Post,m,dgSq2v6OexndS_MVQVWu4XU699tNM,www.huffingtonpost.com,1403659767171
41428,"Florida's Donovan gets 3-year extension, raise",http://www.swxrightnow.com/story/25067776/floridas-donovan-gets-3-year-extension-raise,Sports and Weather Right Now,b,dT3poMlZWSqI7PM9D5CeORij23dyM,www.swxrightnow.com,1395769757151
295964,Game of Thrones S4E10 Recap: Dizzying finale,http://www.smh.com.au/entertainment/tv-and-radio/game-of-thrones-s4e10-recap-dizzying-finale-20140616-zsa0e.html,Sydney Morning Herald,e,dC3-DM8Lb3vGU5Mkhf3DSUhxreGDM,www.smh.com.au,1403015877422
357661,Apple recruits one of the watch industry's most important sales execs,http://www.engadget.com/2014/07/04/apple-recruits-tag-heuer-vp/,Engadget,t,dRyOxRlSKX8D9rMu-xc2BrfckOPKM,www.engadget.com,1404525651340
417774,CANADA STOCKS-TSX advances after Tim Hortons climbs on deal news,http://money.msn.com/business-news/article.aspx\?feed=OBR&amp;date=20140826&amp;id=17885553,MSN Money,b,dPjRYZE_1e6dSgM971J1Vu6D8rqmM,money.msn.com,1409159770321
244218,E. coli beef recall expands nationwide,http://wwlp.com/2014/05/22/e-coli-beef-recall-expands-nationwide/,WWLP 22News,m,diTckvGqpc_-0XMyw3W6B0nUTdRdM,wwlp.com,1400882458531
126526,"AC/DC guitarist Malcolm Young sick, band may have to call it quits, reports say",http://www.myfoxdc.com/story/25261135/acdc-guitarist-malcolm-young-sick-band-may-have-to-call-it-quits-reports-say,MyFox Washington DC,e,dgp8VNE1ySVCTCM_33cfT_n56r7zM,www.myfoxdc.com,1397712098412
65474,Avicii pulls out of Ultra Music Festival to have gall bladder removed,http://www.nme.com/news/avicii/76406,NME.com,e,dCc9XKAQiz8yViM7I3NFKbW5FdjmM,www.nme.com,1396132329452
289563,Things That Have Happened in Real Life That Need to Be on Keeping Up With  ...,http://www.vulture.com/2014/06/things-that-need-to-happen-on-keeping-up-with-the-kardashians.html,Vulture,e,doavUp3LtOyQ8RMWJQlb_fhTA3GlM,www.vulture.com,1402869583989
23024,"Watch A Detroit Children's Choir Cover ""Happy""",http://www.thefrisky.com/2014-03-17/watch-a-detroit-childrens-choir-cover-happy/,The Frisky,e,dGUzZKzWtjr579MAy6lYlcfkHJhoM,www.thefrisky.com,1395238315339
42703,Captain America Meet The Winter Soldier Video Released,http://comicbook.com/blog/2014/03/25/captain-america-meet-the-winter-soldier-video-released/,Comicbook.com \(blog\),e,dI2KdMJYPDX4loM97CDYUQiBZU15M,comicbook.com,1395776891224
41888,E-book buyers get settlement credits this week,http://www.dispatch.com/content/stories/business/2014/03/25/ebook-buyers-get-settlement-credits-this-week.html,Columbus Dispatch,b,d33MTc5A7jP3QRMUB4fLYRdqjZh2M,www.dispatch.com,1395772570552
300715,"Casey Kasem, King Of The Top 40 Countdown, Dead",http://seattle.cbslocal.com/2014/06/15/casey-kasem-king-of-the-top-40-countdown-dead/,CBS Local,e,doMRRrtgwXIZ1XME5k8bT63amZ7pM,seattle.cbslocal.com,1403093340112
83917,Nigeria's GDP For 2013 Is $510 Billion,http://www.channelstv.com/home/2014/04/06/nigerias-gdp-for-2013-is-510-billion/,CHANNELS,b,drhA02P_g4yuGgMOekieLDX8S9a6M,www.channelstv.com,1396868422041
248409,Creation Museum to unveil new Skeleton to Affirm Biblical Flood,http://yottafire.com/2014/05/creation-museum-to-unveil-new-skeleton-to-affirm-biblical-flood/,YottaFire,t,d033po9LTh7lvNMd4PFTT0XyPVHrM,yottafire.com,1400987881416
37795,Not 'Crushing' On King Digital Entertainment IPO [Zynga Inc],http://seekingalpha.com/article/2104423-not-crushing-on-king-digital-entertainment-ipo,Seeking Alpha,b,d9r47KOwbEYcwiMQW4tBIa3-PkSpM,seekingalpha.com,1395752225853
120888,Yahoo! Inc. Shares Soar As Core Revenues Return to Growth,http://www.fool.com/investing/general/2014/04/15/yahoo-inc-shares-soar-as-core-revenues-return-to-g.aspx,Motley Fool,b,dT_6B-49u7PCtGMmH5Z4F4aMi-tKM,www.fool.com,1397641362558
220070,Auto interiors company joint venture,http://www.tradingroom.com.au/apps/view_article.ac\?articleId=5436119,Trading Room,b,dmP-2LqFYB8WIzMN_0cg8DKbqGFlM,www.tradingroom.com.au,1400513321574
220494,Survey: US Gas Prices Down 3 1/2 Cents Per Gallon,http://news92fm.com/438794/survey-us-gas-prices-down-3-12-cents-per-gallon/,News 92 FM,t,dDmcrqTPjpfSzWMOCZNHTsfq_PlVM,news92fm.com,1400516042780
53793,"Fox plans cruel new reality show, 'I Wanna Marry Harry'",http://www.examiner.com/article/fox-plans-cruel-new-reality-show-i-wanna-marry-harry,Examiner.com,e,dCSrFNphFdVohgMRgqgMXDl7N56gM,www.examiner.com,1395962410986
359173,Mindfulness Training Helps Against Stress-Levels,http://www.designntrend.com/articles/16293/20140703/mindfulness-training-helps-against-stress-levels.htm,Design \& Trend,m,dB7HTGTXYKu3LHMq0bOXp5_L0_UqM,www.designntrend.com,1404536846074
51392,Deadline Nears for Health Care Enrollment,http://washingtoninformer.com/news/2014/mar/26/deadline-nears-health-care-enrollment/,Washington Informer,b,dX_1xb_RhqzhxSMFMhlClC0E7syTM,washingtoninformer.com,1395950135886
296347,US 'top 40' DJ Casey Kasem dies at 82,http://www.nation.com.pk/entertainment/17-Jun-2014/us-top-40-dj-casey-kasem-dies-at-82,The Nation,e,dzBj9Rf6SEx7cUMzbwIhMetbNtuzM,www.nation.com.pk,1403020383566
196927,Home»News»Business»Barclays to slash around 14000 jobs this year as it  ...,http://www.news1130.com/2014/05/08/barclays-to-slash-around-14000-jobs-this-year-as-it-reduces-size-of-investment-banking-arm/,News1130,b,dmfYAYOSCXeIgdMeNy_RGzRlSo-4M,www.news1130.com,1399625768319
224693,Net Neutrality Must Be Defended,http://www.huffingtonpost.com/dennis-powers/net-neutrality_b_5332014.html\?utm_hp_ref=politics&amp;ir=Politics,Huffington Post,t,dFj_AKwcmXeeMVMGJsH_6YWKJWRZM,www.huffingtonpost.com,1400586241522
148489,Julia Roberts breaks her silence on sister's suicide,http://www.sheknows.com/entertainment/articles/1035375/julia-roberts-breaks-her-silence-on-sisters-suicide,SheKnows.com,e,dp3a8oS1f0JLmmMBsTkVbayx3OT0M,www.sheknows.com,1398172396072
175486,"Gwen Stefani Named Coach on ""The Voice"" Season 7",http://www.nbcconnecticut.com/entertainment/entertainment-news/Gwen-Stefani-The-Voice-Coach-Season-7-No-Doubt-257248261.html,NBC Connecticut,e,dU9FR_ChVF-Q9HMRgIbRXTuqaGAiM,www.nbcconnecticut.com,1398880066297
96532,Who is Angus Houston charged with finding Malaysia Airlines flight MH370,http://www.news.com.au/travel/travel-updates/who-is-angus-houston-charged-with-finding-malaysia-airlines-flight-mh370/story-fnizu68q-1226881422840,NEWS.com.au,b,dEvmvYzvzgsQELMCi7irY9O3H-7MM,www.news.com.au,1397228337885
35063,HSBC Mortgage Rates Increase Today Mar 19,http://www.eaglesrant.com/hsbc-mortgage-rates-increase-today-mar-19/29401/michael-dorn,Eagle's Rant,b,d8lMQM3qklgcOQM7vuYRzibQ5gNPM,www.eaglesrant.com,1395617495266
99015,Conan O'Brien Plans To Spoil Game Of Thrones,http://comicbook.com/blog/2014/04/11/conan-obrien-plans-to-spoil-game-of-thrones/,Comicbook.com \(blog\),e,dU4oPIhZ5xHyOLMiPA-FGzcPlnk4M,comicbook.com,1397240549400
162181,Bryan Singer's Attorney Says 100 Witnesses Will Disprove Allegations Against X  ...,http://www.buzzfeed.com/hunterschwarz/100-witnesses-could-disprove-allegations-against-x-men-direc,BuzzFeed,e,d7jf2blbQF9JZ2MBeTVhIlXON5haM,www.buzzfeed.com,1398410765258
211181,'Dancing With the Stars': Charlie White Voted Off in Semifinal Shocker,http://abcnews.go.com/blogs/entertainment/2014/05/dancing-with-the-stars-charlie-white-voted-off-in-semifinal-shocker/,ABC News \(blog\),e,dWShKYb325-dJ2MsGNV0imQqENk4M,abcnews.go.com,1399987753017
35917,Scientists believe DNA could be used to determine how our ancestors might  ...,http://www.dailymail.co.uk/news/article-2587349/Could-DNA-evidence-one-day-used-help-create-3D-models-criminals-faces.html,Daily Mail,t,dpoF-xvby5M3K-MmMD10gqownilQM,www.dailymail.co.uk,1395622643668
197896,Bike month event planned in Merced,http://www.modbee.com/2014/05/07/3329373/bike-month-event-planned-in-merced.html,Modesto Bee,t,dlmgy7I2lk4y6LMABHR2941yHvHBM,www.modbee.com,1399632785595
221491,Watch: Jay Z and Beyonce Release Steamy Short Film,http://www.theroot.com/articles/culture/2014/05/video_jay_z_and_beyonce_release_steamy_short_film_run_ahead_of_summer_tour.html,The Root,e,d985tsOdK2HelwMGfCMko9vBdYfWM,www.theroot.com,1400521831298
216993,US Homebuilder Confidence Slips,http://www.fool.com/investing/general/2014/05/15/us-homebuilder-confidence-slips.aspx,Motley Fool,b,dyBVI6qdOVYRytM6YVu7qUSLvoMAM,www.fool.com,1400445094039
251400,"What We Know About Elliot Rodger, The UC Santa Barbara Gunman",http://laist.com/2014/05/24/what_we_know_about_elliot_rodger_th.php,LAist,e,dYbmj2n7gjBswGMcXco0om_iC5YtM,laist.com,1401106488026
